,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
10741,CHEMBL1803050,CCCCn1cc(CCCCOc2ccc(CN3CCN(CC3)c4ccccc4OC)cc2OC)nn1,Ki,=,67.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2short receptor expressed in CHO cells,B,67.0
10742,CHEMBL1803051,CCOCCn1cc(COc2ccc(CN3CCN(CC3)c4ccccc4OC)cc2OC)nn1,Ki,=,68.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human D2long receptor expressed in CHO cells,B,68.0
10744,CHEMBL1803052,CCOCCn1cc(CCCOc2ccc(CN3CCN(CC3)c4ccccc4OC)cc2OC)nn1,Ki,=,18.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human D2long receptor expressed in CHO cells,B,18.0
10745,CHEMBL1803052,CCOCCn1cc(CCCOc2ccc(CN3CCN(CC3)c4ccccc4OC)cc2OC)nn1,Ki,=,16.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2short receptor expressed in CHO cells,B,16.0
10746,CHEMBL1803053,CCCc1cn(CCCCCCCCn2cc(CCCOc3ccc(CN4CCN(CC4)c5ccccc5OC)cc3OC)nn2)nn1,Ki,=,36.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human D2long receptor expressed in CHO cells,B,36.0
10747,CHEMBL1803053,CCCc1cn(CCCCCCCCn2cc(CCCOc3ccc(CN4CCN(CC4)c5ccccc5OC)cc3OC)nn2)nn1,Ki,=,32.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2short receptor expressed in CHO cells,B,32.0
10748,CHEMBL1803054,COc1ccccc1N2CCN(Cc3ccc(OCCCc4cn(CCCCCCCCn5cc(CCCOc6ccc(CN7CCN(C)CC7)cc6OC)nn5)nn4)c(OC)c3)CC2,Ki,=,9.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human D2long receptor expressed in CHO cells,B,9.8
10749,CHEMBL1803054,COc1ccccc1N2CCN(Cc3ccc(OCCCc4cn(CCCCCCCCn5cc(CCCOc6ccc(CN7CCN(C)CC7)cc6OC)nn5)nn4)c(OC)c3)CC2,Ki,=,7.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2short receptor expressed in CHO cells,B,7.3
10750,CHEMBL1803055,COc1cc(CN2CCN(CC2)C3CCCCC3)ccc1OCCCc4cn(CCCCCCCCn5cc(CCCOc6ccc(CN7CCN(CC7)c8ccccc8OC)cc6OC)nn5)nn4,Ki,=,19.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]SCH23390 from human D2long receptor expressed in CHO cells,B,19.0
10751,CHEMBL1803055,COc1cc(CN2CCN(CC2)C3CCCCC3)ccc1OCCCc4cn(CCCCCCCCn5cc(CCCOc6ccc(CN7CCN(CC7)c8ccccc8OC)cc6OC)nn5)nn4,Ki,=,17.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2short receptor expressed in CHO cells,B,17.0
10780,CHEMBL1807820,O[C@@H](CNCCCSCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34,IC50,=,199.53,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine 2 receptor,B,99.765
10811,CHEMBL1813590,COc1ccccc1N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2.OC(=O)C(=O)O,Ki,=,0.22,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter,B,0.22
10814,CHEMBL1813591,OC(=O)C(=O)O.FCCOc1ccccc1N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2,Ki,=,0.26,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter,B,0.26
10817,CHEMBL1813592,COc1ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c(OC)c1.OC(=O)C(=O)O,Ki,=,25.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter,B,25.3
10818,CHEMBL1813593,COc1cc(C)ccc1N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2.OC(=O)C(=O)O,Ki,=,4.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter,B,4.6
10819,CHEMBL1813594,COc1ccccc1N2CCN(CCCCOc3ccc4C=CC(=O)Nc4c3)CC2.OC(=O)C(=O)O,Ki,=,0.14,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter,B,0.14
10820,CHEMBL1813595,OC(=O)C(=O)O.FCCOc1ccccc1N2CCN(CCCCOc3ccc4C=CC(=O)Nc4c3)CC2,Ki,=,0.07,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter,B,0.07
10821,CHEMBL1813596,COc1ccccc1N2CCN(CCCOc3ccc4CCC(=O)Nc4c3)CC2.OC(=O)C(=O)O,Ki,=,4.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter,B,4.8
10822,CHEMBL1813597,COc1ccccc1N2CCN(CCCOc3ccc4C=CC(=O)Nc4c3)CC2.OC(=O)C(=O)O,Ki,=,2.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter,B,2.6
10823,CHEMBL1813598,COc1ccccc1N2CCN(CCCCCOc3ccc4CCC(=O)Nc4c3)CC2.OC(=O)C(=O)O,Ki,=,7.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter,B,7.3
10824,CHEMBL1813599,COc1ccccc1N2CCN(CCCCCOc3ccc4C=CC(=O)Nc4c3)CC2.OC(=O)C(=O)O,Ki,=,7.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human recombinant D2L receptor expressed in HEK cells after 60 mins by gamma counter,B,7.4
10846,CHEMBL1834258,C(CCc1ccccc1)CN2CCN(Cc3oc4ccccc4c3)CC2,Ki,=,89.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from D2 after 1.5 hrs by liquid scintillation counting,B,89.0
10876,CHEMBL1909072,NC(=O)C1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,IC50,=,4.05,nM,Dopamine D2 receptor,Homo sapiens,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,2.025
10877,CHEMBL1909072,NC(=O)C1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,Ki,=,1.35,nM,Dopamine D2 receptor,Homo sapiens,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),B,1.35
10888,CHEMBL1916548,CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(CN5CCN(CC5)c6ccccc6OC)cc4OC)nn3)nn2)c(OC)c1)C7Cc8ccccc8C7,Ki,=,8.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 short receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,8.8
10889,CHEMBL1916548,CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(CN5CCN(CC5)c6ccccc6OC)cc4OC)nn3)nn2)c(OC)c1)C7Cc8ccccc8C7,Ki,=,14.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 Long receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,14.0
10895,CHEMBL1916549,CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(cc4OC)C(=O)NCCCCN(CCC)C5Cc6ccccc6C5)nn3)nn2)c(OC)c1)C7Cc8ccccc8C7,Ki,=,16.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 short receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,16.0
10896,CHEMBL1916549,CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(cc4OC)C(=O)NCCCCN(CCC)C5Cc6ccccc6C5)nn3)nn2)c(OC)c1)C7Cc8ccccc8C7,Ki,=,16.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 Long receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,16.0
10902,CHEMBL1916551,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)C3Cc4ccccc4C3)nn1,EC50,=,13.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at DRD2 Long receptor expressed in CHO cells assessed as inhibition of forskolin-stimulated cAMP accumulation by bioluminescence assay,F,6.5
10904,CHEMBL1916551,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)C3Cc4ccccc4C3)nn1,Ki,=,4.1,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 short receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,4.1
10905,CHEMBL1916551,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)C3Cc4ccccc4C3)nn1,Ki,=,12.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 Long receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,12.0
10908,CHEMBL1916552,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN3CCN(CC3)c4ccccc4OC)nn1,Ki,=,12.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 short receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,12.0
10909,CHEMBL1916552,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN3CCN(CC3)c4ccccc4OC)nn1,Ki,=,17.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 Long receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,17.0
10911,CHEMBL1916720,CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(cc4OC)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)nn3)nn2)c(OC)c1)C7Cc8ccccc8C7,Ki,=,17.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 short receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,17.0
10912,CHEMBL1916720,CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(cc4OC)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)nn3)nn2)c(OC)c1)C7Cc8ccccc8C7,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human DRD2 Long receptor expressed in chinese hamster CHO cells by radioligand binding assay,B,25.0
10925,CHEMBL1928120,CCOCCOc1cccc(c1)C(=O)NCCCCN2CCN(CC2)c3ccccc3OC,Ki,=,95.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,95.0
10926,CHEMBL1928120,CCOCCOc1cccc(c1)C(=O)NCCCCN2CCN(CC2)c3ccccc3OC,Ki,=,44.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,44.0
10927,CHEMBL1928121,COc1ccccc1N2CCN(CCCNC(=O)c3cccc(OCCOCCOCCOCCOc4cccc(c4)C(=O)NCCCN5CCN(CC5)c6ccccc6OC)c3)CC2,Ki,=,16.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,16.0
10928,CHEMBL1928121,COc1ccccc1N2CCN(CCCNC(=O)c3cccc(OCCOCCOCCOCCOc4cccc(c4)C(=O)NCCCN5CCN(CC5)c6ccccc6OC)c3)CC2,Ki,=,6.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,6.4
10929,CHEMBL1928122,COc1ccccc1N2CCN(CCCCNC(=O)c3cccc(OCCOCCOCCOCCOc4cccc(c4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)c3)CC2,Ki,=,6.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,6.6
10930,CHEMBL1928122,COc1ccccc1N2CCN(CCCCNC(=O)c3cccc(OCCOCCOCCOCCOc4cccc(c4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)c3)CC2,Ki,=,1.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,1.8
10934,CHEMBL1928124,CCOCCOCc1ccc(cc1)C(=O)NCCCCN2CCN(CC2)c3ccccc3OC,Ki,=,83.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,83.0
10935,CHEMBL1928125,COc1ccccc1N2CCN(CCCNC(=O)c3ccc(COCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,42.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,42.0
10936,CHEMBL1928125,COc1ccccc1N2CCN(CCCNC(=O)c3ccc(COCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,19.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,19.0
10937,CHEMBL1928126,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(COCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,25.0
10938,CHEMBL1928126,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(COCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,11.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,11.0
10939,CHEMBL1928127,COc1ccccc1N2CCN(CCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,47.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,47.0
10940,CHEMBL1928127,COc1ccccc1N2CCN(CCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,32.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,32.0
10941,CHEMBL1928128,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,20.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,20.0
10942,CHEMBL1928128,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,14.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,14.0
10943,CHEMBL1928129,COc1ccccc1N2CCN(CCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,51.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,51.0
10944,CHEMBL1928129,COc1ccccc1N2CCN(CCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,20.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,20.0
10945,CHEMBL1928130,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,40.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,40.0
10946,CHEMBL1928130,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,25.0
10948,CHEMBL1928131,COc1ccccc1N2CCN(CCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,66.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,66.0
10949,CHEMBL1928132,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,38.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,38.0
10950,CHEMBL1928132,COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(COCCOCCOCCOCCOCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,Ki,=,16.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,16.0
10951,CHEMBL1928133,CCOCCOc1ccn2ncc(C(=O)NCCCN3CCN(CC3)c4ccccc4OC)c2c1,Ki,=,29.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,29.0
10952,CHEMBL1928133,CCOCCOc1ccn2ncc(C(=O)NCCCN3CCN(CC3)c4ccccc4OC)c2c1,Ki,=,6.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,6.4
10953,CHEMBL1928134,CCOCCOc1ccn2ncc(C(=O)NCCCCN3CCN(CC3)c4ccccc4OC)c2c1,Ki,=,18.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,18.0
10954,CHEMBL1928134,CCOCCOc1ccn2ncc(C(=O)NCCCCN3CCN(CC3)c4ccccc4OC)c2c1,Ki,=,3.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,3.0
10955,CHEMBL1928135,CCOCCOCc1ccn2ncc(C(=O)NCCCN3CCN(CC3)c4ccccc4OC)c2c1,Ki,=,67.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,67.0
10956,CHEMBL1928135,CCOCCOCc1ccn2ncc(C(=O)NCCCN3CCN(CC3)c4ccccc4OC)c2c1,Ki,=,32.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,32.0
10957,CHEMBL1928136,CCOCCOCc1ccn2ncc(C(=O)NCCCCN3CCN(CC3)c4ccccc4OC)c2c1,Ki,=,25.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,25.0
10958,CHEMBL1928136,CCOCCOCc1ccn2ncc(C(=O)NCCCCN3CCN(CC3)c4ccccc4OC)c2c1,Ki,=,12.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,12.0
10959,CHEMBL1926700,COc1ccccc1N2CCN(CCCNC(=O)c3cnn4ccc(OCCOCCOCCOCCOc5ccn6ncc(C(=O)NCCCN7CCN(CC7)c8ccccc8OC)c6c5)cc34)CC2,Ki,=,8.4,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,8.4
10960,CHEMBL1926700,COc1ccccc1N2CCN(CCCNC(=O)c3cnn4ccc(OCCOCCOCCOCCOc5ccn6ncc(C(=O)NCCCN7CCN(CC7)c8ccccc8OC)c6c5)cc34)CC2,Ki,=,2.7,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,2.7
10961,CHEMBL1928137,COc1ccccc1N2CCN(CCCCNC(=O)c3cnn4ccc(OCCOCCOCCOCCOc5ccn6ncc(C(=O)NCCCCN7CCN(CC7)c8ccccc8OC)c6c5)cc34)CC2,Ki,=,1.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,1.8
10962,CHEMBL1928137,COc1ccccc1N2CCN(CCCCNC(=O)c3cnn4ccc(OCCOCCOCCOCCOc5ccn6ncc(C(=O)NCCCCN7CCN(CC7)c8ccccc8OC)c6c5)cc34)CC2,Ki,=,0.59,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,0.59
10963,CHEMBL1928138,COc1ccccc1N2CCN(CCCNC(=O)c3cnn4ccc(COCCOCCOCCOCCOCc5ccn6ncc(C(=O)NCCCN7CCN(CC7)c8ccccc8OC)c6c5)cc34)CC2,Ki,=,4.7,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,4.7
10964,CHEMBL1928138,COc1ccccc1N2CCN(CCCNC(=O)c3cnn4ccc(COCCOCCOCCOCCOCc5ccn6ncc(C(=O)NCCCN7CCN(CC7)c8ccccc8OC)c6c5)cc34)CC2,Ki,=,3.9,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,3.9
10965,CHEMBL1928139,COc1ccccc1N2CCN(CCCCNC(=O)c3cnn4ccc(COCCOCCOCCOCCOCc5ccn6ncc(C(=O)NCCCCN7CCN(CC7)c8ccccc8OC)c6c5)cc34)CC2,Ki,=,8.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,B,8.3
10966,CHEMBL1928139,COc1ccccc1N2CCN(CCCCNC(=O)c3cnn4ccc(COCCOCCOCCOCCOCc5ccn6ncc(C(=O)NCCCCN7CCN(CC7)c8ccccc8OC)c6c5)cc34)CC2,Ki,=,4.6,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,B,4.6
10974,CHEMBL1940402,OC1(CCN(CCCCc2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,24.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,24.0
10975,CHEMBL1940402,OC1(CCN(CCCCc2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,24.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,24.0
10976,CHEMBL1940403,OC1(CCN(CCCSc2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,8.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,8.8
10977,CHEMBL1940403,OC1(CCN(CCCSc2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,5.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,5.3
10978,CHEMBL1940404,OC1(CCN(CCCOc2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,5.3,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,5.3
10979,CHEMBL1940404,OC1(CCN(CCCOc2ccc(F)cc2)CC1)c3ccc(Cl)cc3,Ki,=,8.8,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,8.8
10981,CHEMBL1940406,Fc1ccc(OCCCN2CCC(CC2)c3ccc(Cl)cc3)cc1,Ki,=,41.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,41.0
10982,CHEMBL1940406,Fc1ccc(OCCCN2CCC(CC2)c3ccc(Cl)cc3)cc1,Ki,=,41.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by PDSP assay,B,41.0
10991,CHEMBL1940412,Fc1ccc(OCCCN2CCN(CC2)c3ccccc3)cc1,Ki,=,37.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor by liquid scintillation counting,B,37.0
11038,CHEMBL1945296,O[C@@H](CNCCCc1cccc(CNCCc2c(Cl)cccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,IC50,=,79.43,nM,Dopamine D2 receptor,Homo sapiens,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,39.715
11039,CHEMBL1945297,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c3ccc(O)c4NC(=O)Sc34,IC50,=,125.89,nM,Dopamine D2 receptor,Homo sapiens,Displacement of radiolabeled spiperone from dopamine D2 receptor,B,62.945
11045,CHEMBL1946122,OC1(C[C@H]2CC[C@@H](C1)N2CCCOc3ccc(F)cc3)c4ccc(Cl)cc4,Ki,=,22.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from dopamine D2 receptor expressed in human MES-23.5 cells,B,22.0
11046,CHEMBL1946123,OC1(C[C@H]2CC[C@@H](C1)N2CCCCc3ccc(F)cc3)c4ccc(Cl)cc4,Ki,=,33.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]-N-methylspiperone from dopamine D2 receptor expressed in human MES-23.5 cells,B,33.0
