,compound_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,target_name,organism,assay_description,assay_type,Ki [nM]
9329,CHEMBL598516,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4cc(NC(=O)C5CC5)ccc34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,10000.0
9330,CHEMBL597909,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4cc(NS(=O)(=O)C)ccc34,Ki,=,3000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,3000.0
9331,CHEMBL600986,CCS(=O)(=O)Nc1ccc2[C@H]3[C@H](CCc2c1)N(C)CCc4cc(Cl)c(O)cc34,Ki,=,3300.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,3300.0
9332,CHEMBL600987,CCNC(=O)Nc1ccc2[C@H]3[C@H](CCc2c1)N(C)CCc4cc(Cl)c(O)cc34,Ki,=,6000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,6000.0
9333,CHEMBL599977,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4cc(NC(=O)Nc5c(Cl)cccc5Cl)ccc34,Ki,=,1093.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,1093.0
9334,CHEMBL603485,CCOC(=O)Nc1ccc2[C@H]3[C@H](CCc2c1)N(C)CCc4cc(Cl)c(O)cc34,Ki,=,3900.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,3900.0
9335,CHEMBL591685,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4c(N)cccc34,Ki,=,2100.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,2100.0
9336,CHEMBL602659,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4c(NC(=O)C5CC5)cccc34,Ki,=,2137.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2 receptor,B,2137.0
9340,CHEMBL604127,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4c(cccc34)C#N,Ki,=,1328.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperon from dopamine D2 receptor expressed in mouse LTK cells by scintillation counting,B,1328.0
9348,CHEMBL600083,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4c(Br)cccc34,Ki,=,1693.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperon from dopamine D2 receptor expressed in mouse LTK cells by scintillation counting,B,1693.0
9349,CHEMBL604316,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4c(C=O)cccc34,Ki,=,1371.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperon from dopamine D2 receptor expressed in mouse LTK cells by scintillation counting,B,1371.0
9350,CHEMBL599116,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4c(CO)cccc34,Ki,=,1647.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperon from dopamine D2 receptor expressed in mouse LTK cells by scintillation counting,B,1647.0
9351,CHEMBL598949,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@@H]1CCc4c3cccc4N5CCCC5=O,Ki,=,1370.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperon from dopamine D2 receptor expressed in mouse LTK cells by scintillation counting,B,1370.0
9361,CHEMBL604383,CN1CCc2cc(Cl)c(O)cc2[C@@H]3[C@H]1CCc4c3cccc4c5cccc(OC(F)(F)F)c5,Ki,=,1612.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]methylspiperon from dopamine D2 receptor expressed in mouse LTK cells by scintillation counting,B,1612.0
9403,CHEMBL611207,CN1CCCC[C@@H]1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-],Ki,=,1545.0,nM,Dopamine D2 receptor,Homo sapiens,Low binding affinity towards human D2 dopamine receptor was determined by using [3H]YM-09151-2 as radioligand,B,1545.0
9409,CHEMBL611207,CN1CCCC[C@@H]1CCN2c3ccccc3Sc4ccc(cc24)[S+](C)[O-],Ki,=,1841.0,nM,Dopamine D2 receptor,Homo sapiens,Low binding affinity towards human D2 dopamine receptor was determined by using [3H]YM-09151-2 as radioligand,B,1841.0
9415,CHEMBL609742,Clc1ccccc1S(=O)(=O)Nc2ccc3[nH]cc(C[C@H]4CCCN4)c3c2,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [3H]spiperone binding to human dopamine receptor D2 expressed in CHO-K1 cells,B,5000.0
9417,CHEMBL606547,CN1CCC[C@@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4ccccc4Cl)cc23,Ki,>,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [3H]spiperone binding to human dopamine receptor D2 expressed in CHO-K1 cells,B,2000.0
9418,CHEMBL606556,CN1CCC[C@@H]1Cc2c[nH]c3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc23,Ki,>,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of [3H]spiperone binding to human dopamine receptor D2 expressed in CHO-K1 cells,B,2000.0
9457,CHEMBL1082106,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(Br)cc5)n2C,Ki,>,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,1258.93
9460,CHEMBL1079837,COc1ccc(cc1)C23CC2CN(CCCSc4nnc(c5ocnc5C)n4C)C3,Ki,>,1584.89,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,1584.89
9481,CHEMBL1081237,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(Cl)c(Cl)c6)n3C,Ki,=,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,1258.93
9482,CHEMBL1081237,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(Cl)c(Cl)c6)n3C,Ki,=,5011.87,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,5011.87
9489,CHEMBL1080846,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(Cl)c(Cl)c5)n2C,Ki,=,1584.89,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,1584.89
9492,CHEMBL1081203,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccccc6)n3C,Ki,>,3162.28,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,3162.28
9497,CHEMBL1081401,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(cc6)C(C)(C)C)n3C,Ki,=,1995.26,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,1995.26
9503,CHEMBL1079497,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(Br)cc6)n3C,Ki,=,3981.07,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,3981.07
9509,CHEMBL1079577,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(cc6)C#N)n3C,Ki,=,6309.57,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,6309.57
9510,CHEMBL1079578,COc1ccc(cc1)C23CC2CN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)C3,Ki,=,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,1258.93
9512,CHEMBL1079578,COc1ccc(cc1)C23CC2CN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)C3,Ki,=,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,1258.93
9522,CHEMBL1080293,Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(cc6)C(F)(F)F)n3C,Ki,>,1258.93,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at human Dopamine D2 receptor expressed in CHO cell by GTPgammaS binding assay,F,1258.93
9525,CHEMBL1076586,O=C(N1CCN(CC1)C(=O)c2ccc3cc[nH]c3c2)c4ccc(cc4)c5ccccc5,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9526,CHEMBL1081648,COc1cccc(c1)c2ccc(cc2)C(=O)N3CCN([C@@H](C)C3)C(=O)c4ccc5cc[nH]c5c4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9527,CHEMBL1081649,COc1cccc(c1)c2ccc(cc2)C(=O)N3CCN([C@H](C)C3)C(=O)c4ccc5cc[nH]c5c4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9528,CHEMBL1080155,C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5cccc(OC(F)(F)F)c5,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9529,CHEMBL1082209,C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5cccc(c5)C(F)(F)F,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9530,CHEMBL1082210,C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5cccc(F)c5,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9531,CHEMBL1082211,C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccc5,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9532,CHEMBL1081212,COc1ccccc1c2ccc(cc2)C(=O)N3CCN([C@@H](C)C3)C(=O)c4ccc5cc[nH]c5c4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9534,CHEMBL1080389,C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccc5F,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9535,CHEMBL1080556,C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccc5Cl,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9536,CHEMBL1080735,C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccc5C(F)(F)F,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9537,CHEMBL1080907,C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccccc5C,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9538,CHEMBL1081254,COc1ccc(cc1)c2ccc(cc2)C(=O)N3CCN([C@@H](C)C3)C(=O)c4ccc5cc[nH]c5c4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9539,CHEMBL1080755,C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccc(OC(F)(F)F)cc5,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9540,CHEMBL1080926,C[C@H]1CN(CCN1C(=O)c2ccc3cc[nH]c3c2)C(=O)c4ccc(cc4)c5ccc(F)cc5,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,10000.0
9542,CHEMBL1086754,Cc1c(cc(c2ccccc2)n1C)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl,IC50,=,2542.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,1271.0
9543,CHEMBL1086756,CCCn1c(C)c(cc1c2ccccc2)C(=O)NCCCN3CCN(CC3)c4cccc(Cl)c4Cl,IC50,=,3736.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 receptor,B,1868.0
9550,CHEMBL1083815,O=C1N(CCN2CCCCCC2)CCN1c3ccncc3,EC50,>,3162.28,nM,Dopamine D2 receptor,Homo sapiens,Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay,F,1581.14
9558,CHEMBL1086395,Clc1cccc(c1)N2C=CN(CCCN3CCCCCC3)C2=O,EC50,>,7943.28,nM,Dopamine D2 receptor,Homo sapiens,Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay,F,3971.64
9568,CHEMBL1085673,Clc1cccc(c1)N2CCN(CC3CCCNC3)C2=O,EC50,>,7943.28,nM,Dopamine D2 receptor,Homo sapiens,Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay,F,3971.64
9570,CHEMBL1085674,Clc1cccc(c1)N2CCN(CC3CCNCC3)C2=O,EC50,>,7943.28,nM,Dopamine D2 receptor,Homo sapiens,Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay,F,3971.64
9572,CHEMBL1085903,FC(F)(F)c1cccc(c1)N2CCN(CC3CCCCN3)C2=O,EC50,>,7943.28,nM,Dopamine D2 receptor,Homo sapiens,Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay,F,3971.64
9578,CHEMBL1077189,C1Cc2ccccc2C3N1Cc4cccc5[nH]cc3c45,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human recombinant dopamine D2L receptor expressed in HEK293 cells by microplate scintillation counting,B,10000.0
9580,CHEMBL1086789,C1Cc2ccccc2C3N1CCc4[nH]c5ccccc5c34,Ki,=,1476.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human recombinant dopamine D2L receptor expressed in HEK293 cells by microplate scintillation counting,B,1476.0
9582,CHEMBL1086790,C1Cc2ccccc2C3N1CCc4cccc5[nH]cc3c45,Ki,=,4458.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human recombinant dopamine D2L receptor expressed in HEK293 cells by microplate scintillation counting,B,4458.0
9584,CHEMBL1088073,CN1CCc2ccccc2Cc3c[nH]c4cccc(C1)c34,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human recombinant dopamine D2L receptor expressed in HEK293 cells by microplate scintillation counting,B,10000.0
9594,CHEMBL1081309,Clc1cc(Cl)cc(c1)N2CCN(CCN3CCCCCC3)C2=O,EC50,>,7943.28,nM,Dopamine D2 receptor,Homo sapiens,Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay,F,3971.64
9596,CHEMBL1081310,Cc1ccccc1N2CCN(CCN3CCCCCC3)C2=O,EC50,>,7943.28,nM,Dopamine D2 receptor,Homo sapiens,Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay,F,3971.64
9601,CHEMBL1077348,Cc1ccc(cc1)N2CCN(CCN3CCCCCC3)C2=O,EC50,>,7943.28,nM,Dopamine D2 receptor,Homo sapiens,Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay,F,3971.64
9603,CHEMBL1081487,COc1cccc(c1)N2CCN(CCN3CCCCCC3)C2=O,EC50,>,7943.28,nM,Dopamine D2 receptor,Homo sapiens,Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay,F,3971.64
9605,CHEMBL1081488,FC(F)(F)c1cccc(c1)N2CCN(CCN3CCCCCC3)C2=O,EC50,>,7943.28,nM,Dopamine D2 receptor,Homo sapiens,Partial agonistic activity at human dopamine D2 receptor expressed in CHO cells by assay [35S]GTPgamma assay with scintillation proximity affinity assay,F,3971.64
9622,CHEMBL1078595,O=S(=O)(Nc1ccc2CCN(Cc3cc[nH]n3)CCc2c1)c4ccc(nc4)N5CCOCC5,Ki,>,3162.28,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at dopamine D2 receptor,F,3162.28
9624,CHEMBL1092929,FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]2CCN(CCC3CCN(CC3)C(=O)c4ccccc4)C2,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 (receptor),B,5000.0
9625,CHEMBL1089881,Fc1ccccc1C(=O)N2CCC(CCN3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F)CC2,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 (receptor),B,5000.0
9626,CHEMBL1092921,Fc1ccc(F)c(c1)C(=O)N2CCC(CCN3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F)CC2,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 (receptor),B,5000.0
9627,CHEMBL1088874,FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]2CCN(CCC3CCN(CC3)C(=O)c4ccccc4Cl)C2,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 (receptor),B,5000.0
9628,CHEMBL1093469,FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]2CCN(CCN3CCN(CC3)C(=O)c4ccccc4)C2,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 (receptor),B,5000.0
9629,CHEMBL1092238,FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]2CCN(CCN3CCN(CC3)C(=O)c4ccccc4Cl)C2,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 (receptor),B,5000.0
9630,CHEMBL1093802,Fc1ccccc1C(=O)N2CCN(CCN3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F)CC2,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 (receptor),B,5000.0
9631,CHEMBL1089793,Fc1ccc(F)c(c1)C(=O)N2CCN(CCN3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F)CC2,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of dopamine D2 (receptor),B,5000.0
9632,CHEMBL1095777,CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c3ccc(O)c4NC(=O)C=Cc34,EC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Activity at human D2R expressed in CHO cells by radiolabelled [35S]GTPgammaS assay,F,5000.0
9665,CHEMBL1082723,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]4(N1)C(=O)Nc5ccc(Cl)cc45,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to human recombinant dopamine D2 receptor,B,5000.0
9669,CHEMBL1160787,Oc1cc2[C@H](CNCCc2c(Cl)c1O)c3ccccc3,Ki,=,8000.0,nM,Dopamine D2 receptor,Homo sapiens,Affinity towards Dopamine receptor D2,B,8000.0
9670,CHEMBL1162962,Fc1ccc(\C=C\c2ccc(cn2)S(=O)(=O)c3ccccc3)c(F)c1,Ki,>,2000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 receptor expressed in CHO cells,B,2000.0
9696,CHEMBL1173363,COc1ccc2[nH]cc(CN3CCC(O)(CC3)c4ccccc4)c2c1.OC(=O)C(=O)O,Ki,=,1396.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [125I]ABN from human dopamine D2 long receptor expressed in HEK293 cells after 60 mins by gamma counting,B,1396.0
9713,CHEMBL1195032,C[C@@H]1NCCc2cc(O)c(O)cc12,Ki,=,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Agonist activity at dopamine D2 receptor (unknown origin),B,5000.0
9774,CHEMBL1201192,NC(=O)C[S@@+]([O-])C(c1ccccc1)c2ccccc2,Ki,>,100000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]N-methylspiperone from human D2R expressed in HEK293 cell membranes incubated for 1 hr by radioligand binding assay,B,100000.0
9797,CHEMBL1202203,Br.C([C@H]1C[C@@H]1c2ccccc2)N3CCN(CC3)c4cccnc4,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand",B,5000.0
9801,CHEMBL1202207,Br.C([C@H]1C[C@@H]1c2ccccc2)N3CCN(CC3)c4ccncc4,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,"Binding affinity to dopamine receptor D2 cloned from human, using [3H]- YM09151 as competitive ligand",B,5000.0
9821,CHEMBL1202298,Br.CN1CCc2ccccc2Cc3cc(O)c(O)cc3CC1,Ki,>,5000.0,nM,Dopamine D2 receptor,Homo sapiens,Inhibition of binding to human D2L receptor expressed in HEK 293 cells by radioligand binding assay,B,5000.0
9822,CHEMBL1202783,Cl.C(Oc1cccc2C=C(CN3CCOCC3)COc12)[C@@H]4CNCCO4,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity against Dopamine receptor D2 from cell LtkhD2A membranes using [3H]raclopride as the radioligand.,B,10000.0
9837,CHEMBL1210154,C\C(=N/OC(=O)Nc1ccccc1)\c2cccc(c2)c3cccs3,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human recombinant dopamine D2S receptor expressed in HEK293 cells,B,5000.0
9842,CHEMBL1210614,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5cccc(c5)S(F)(F)(F)(F)F)n2C,Ki,>,3162.28,nM,Dopamine D2 receptor,Homo sapiens,Antagonist activity at dopamine D2 receptor assessed as inhibition of dopamine-induced [35S]GTPgammaS binding by FLIPR assay,F,3162.28
9846,CHEMBL1214829,C(N1CCN(Cc2ccccc2)CC1)c3oc4ccccc4c3,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,10000.0
9847,CHEMBL1214830,COc1ccc(CN2CCN(Cc3oc4ccccc4c3)CC2)cc1,Ki,=,2700.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,2700.0
9848,CHEMBL1214831,CCOc1ccc(CN2CCN(Cc3oc4ccccc4c3)CC2)cc1,Ki,=,4868.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,4868.0
9849,CHEMBL1214891,FC(F)CCOc1ccc(CN2CCN(Cc3oc4ccccc4c3)CC2)cc1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,10000.0
9850,CHEMBL1214892,CCCOc1ccc(CN2CCN(Cc3oc4ccccc4c3)CC2)cc1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,10000.0
9851,CHEMBL1214893,FCCCOc1ccc(CN2CCN(Cc3oc4ccccc4c3)CC2)cc1,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,10000.0
9852,CHEMBL1214894,COc1cccc(CN2CCN(Cc3oc4ccccc4c3)CC2)c1,Ki,=,5728.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,5728.0
9853,CHEMBL1214895,CCOc1cccc(CN2CCN(Cc3oc4ccccc4c3)CC2)c1,Ki,=,4542.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,4542.0
9854,CHEMBL1214958,FCCOc1cccc(CN2CCN(Cc3oc4ccccc4c3)CC2)c1,Ki,=,2281.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,2281.0
9855,CHEMBL1214959,CCCOc1cccc(CN2CCN(Cc3oc4ccccc4c3)CC2)c1,Ki,=,2977.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,2977.0
9856,CHEMBL1214960,FCCCOc1cccc(CN2CCN(Cc3oc4ccccc4c3)CC2)c1,Ki,=,2920.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,2920.0
9857,CHEMBL1214961,COc1ccccc1CN2CCN(Cc3oc4ccccc4c3)CC2,Ki,=,5122.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,5122.0
9858,CHEMBL1214962,CCOc1ccccc1CN2CCN(Cc3oc4ccccc4c3)CC2,Ki,=,6005.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,6005.0
9859,CHEMBL1215036,FCCOc1ccccc1CN2CCN(Cc3oc4ccccc4c3)CC2,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,10000.0
9860,CHEMBL1215037,CCCOc1ccccc1CN2CCN(Cc3oc4ccccc4c3)CC2,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,10000.0
9861,CHEMBL1215038,FCCCOc1ccccc1CN2CCN(Cc3oc4ccccc4c3)CC2,Ki,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Binding affinity to dopamine D2,B,10000.0
9862,CHEMBL1221449,CN1CCN(CC1)c2cccc(c2)N(CC3CC3)S(=O)(=O)c4ccc5ccccc5c4,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 expressed in CHOKI cells,B,5000.0
9863,CHEMBL1221452,CN1CCN(CC1)c2cccc(c2)N(Cc3ccccc3)S(=O)(=O)c4ccc5ccccc5c4,IC50,>,10000.0,nM,Dopamine D2 receptor,Homo sapiens,Displacement of [3H]spiperone from human dopamine D2 expressed in CHOKI cells,B,5000.0
